Country,State,City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,CLTV,LongTermCustomer,ServicesCount,AvgRevenue
United States,California,Redlands,92373,34.003243,-117.138286,Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.45,2429.1,No,0,4684,1,1,75.909375
United States,California,Rialto,92376,34.109775,-117.378904,Female,No,Yes,No,67,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,75.5,5229.45,No,0,5420,1,3,76.90367647058824
United States,California,Rialto,92377,34.156758,-117.404686,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,44.45,No,0,3498,0,0,22.225
United States,California,Shoshone,92384,35.924252,-116.188668,Male,No,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.55,3023.55,No,0,2748,1,4,71.98928571428571
United States,California,Victorville,92392,34.486835,-117.362274,Male,No,Yes,No,42,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),48.15,2032.3,No,0,2673,1,4,47.26279069767442
United States,California,Victorville,92394,34.567058,-117.362329,Male,No,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,436.9,No,0,5460,0,0,18.204166666666666
United States,California,Yermo,92398,35.013299,-116.834092,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,No,0,3167,0,0,10.075
United States,California,Yucaipa,92399,34.04597,-117.011825,Female,No,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.6,5893.95,No,0,5056,1,4,103.40263157894736
United States,California,San Bernardino,92401,34.105935,-117.2914,Male,No,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.0,1430.05,No,0,4602,0,2,89.378125
United States,California,San Bernardino,92404,34.183286,-117.221722,Male,No,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.4,313.0,No,0,2219,0,0,24.076923076923077
United States,California,San Bernardino,92405,34.142747,-117.300864,Female,No,Yes,No,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85,No,0,5077,1,4,70.39727272727272
United States,California,San Bernardino,92407,34.250069,-117.393949,Female,No,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,No,0,4858,0,2,57.2625
United States,California,San Bernardino,92410,34.106922,-117.297553,Male,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.15,341.35,No,0,5271,0,0,20.079411764705885
United States,California,San Bernardino,92411,34.122501,-117.320138,Female,No,No,No,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,1336.8,No,0,3302,0,3,60.76363636363636
United States,California,Riverside,92501,33.994676,-117.372498,Male,Yes,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,74.85,2181.75,No,0,5610,1,3,70.37903225806451
United States,California,Riverside,92503,33.890046,-117.455583,Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.5,147.75,No,0,5258,0,1,36.9375
United States,California,Riverside,92504,33.9108,-117.398153,Male,No,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.9,818.45,No,0,3042,0,1,68.20416666666667
United States,California,Riverside,92505,33.920907,-117.489426,Female,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),115.05,7133.45,No,0,6494,1,6,113.22936507936508
United States,California,Riverside,92506,33.930931,-117.361788,Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.0,348.8,No,0,5379,0,0,18.357894736842105
United States,California,Riverside,92507,33.976328,-117.319786,Male,No,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,128.6,No,0,2309,0,0,18.37142857142857
United States,California,Riverside,92508,33.885499,-117.324959,Female,No,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.1,4674.4,No,0,4883,1,3,99.45531914893617
United States,California,Riverside,92509,34.004379,-117.447864,Male,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45,No,0,4649,0,1,78.97500000000001
United States,California,March Air Reserve Base,92518,33.888323,-117.277533,Male,No,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.15,1498.85,No,0,5987,1,0,21.72246376811594
United States,California,Lake Elsinore,92530,33.655421,-117.391751,Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,50.1,No,0,5617,0,0,25.05
United States,California,Lake Elsinore,92532,33.705836,-117.318204,Female,No,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.6,1797.75,No,0,4591,1,1,69.14423076923077
United States,California,Aguanga,92536,33.482243,-116.827173,Female,No,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,498.1,No,0,2639,0,0,19.924
United States,California,Hemet,92544,33.644585,-116.871544,Male,No,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.8,5498.8,No,0,4640,1,4,105.74615384615385
United States,California,Hemet,92545,33.734933,-117.044145,Female,No,Yes,No,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.5,4845.4,No,0,5928,1,5,83.54137931034482
United States,California,Homeland,92548,33.761894,-117.120868,Female,No,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.05,369.1,No,0,5218,0,0,23.06875
United States,California,Idyllwild,92549,33.755039,-116.741796,Female,No,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.7,6096.9,No,0,4592,1,6,83.51917808219177
United States,California,Moreno Valley,92553,33.923149,-117.244933,Male,No,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),96.6,2684.35,No,0,5530,1,3,92.56379310344828
United States,California,Moreno Valley,92557,33.970661,-117.255039,Male,No,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),101.1,6994.8,No,0,4226,1,5,98.51830985915493
United States,California,Mountain Center,92561,33.638645,-116.55783,Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,273.25,No,0,2953,0,0,19.517857142857142
United States,California,Murrieta,92562,33.548869,-117.334165,Female,Yes,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,94.05,5483.9,No,0,5061,1,4,91.39833333333333
United States,California,Perris,92570,33.787298,-117.320676,Female,No,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,4985.9,No,0,4684,1,5,79.14126984126983
United States,California,Perris,92571,33.828289,-117.201666,Female,No,No,No,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,60.25,1258.35,No,0,4870,0,3,57.19772727272727
United States,California,San Jacinto,92582,33.806708,-117.02007,Female,No,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.85,111.4,No,0,3796,0,2,37.13333333333333
United States,California,San Jacinto,92583,33.796568,-116.924723,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.95,43.95,No,0,5684,0,0,21.975
United States,California,Menifee,92584,33.653338,-117.178271,Male,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.05,308.1,No,0,3653,0,2,61.620000000000005
United States,California,Sun City,92585,33.739412,-117.173334,Female,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.25,383.65,No,0,5586,0,0,19.182499999999997
United States,California,Sun City,92587,33.69887,-117.25071,Male,No,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.4,1284.2,No,0,4890,1,0,18.88529411764706
United States,California,Temecula,92590,33.475493,-117.219551,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),102.65,7550.3,No,0,4680,1,4,103.42876712328767
United States,California,Temecula,92591,33.540604,-117.10909,Male,No,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1110.05,No,0,4157,1,0,20.55648148148148
United States,California,Temecula,92592,33.507255,-117.029473,Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.55,99.6,No,0,2575,0,0,16.599999999999998
United States,California,Wildomar,92595,33.617108,-117.253349,Male,Yes,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15,No,0,6412,1,4,93.1548611111111
United States,California,Winchester,92596,33.657433,-117.04254,Female,No,Yes,No,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),84.15,4164.4,No,0,4625,1,5,81.6549019607843
United States,California,Irvine,92602,33.720359,-117.733655,Male,No,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,103.2,5873.75,No,0,4478,1,4,103.04824561403508
United States,California,Irvine,92604,33.688546,-117.788091,Male,No,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.2,109.25,No,0,4697,0,1,36.416666666666664
United States,California,Irvine,92612,33.643095,-117.810896,Male,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,862.4,No,0,3574,1,0,18.348936170212767
United States,California,Irvine,92614,33.680302,-117.833296,Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.25,8564.75,No,0,6124,1,6,118.95486111111111
United States,California,Irvine,92618,33.667145,-117.732135,Female,No,No,No,29,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,31.2,926.2,No,0,4761,1,1,30.873333333333335
United States,California,Irvine,92620,33.716136,-117.752574,Male,No,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1718.2,No,0,5295,1,0,24.545714285714286
United States,California,Capistrano Beach,92624,33.458754,-117.665104,Male,No,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.2,5956.85,No,0,4753,1,5,82.73402777777778
United States,California,Costa Mesa,92626,33.678591,-117.905471,Male,Yes,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.65,4824.45,No,0,6500,1,6,84.63947368421053
United States,California,Costa Mesa,92627,33.645672,-117.922613,Male,No,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.2,1238.65,No,0,6473,1,0,21.730701754385965
United States,California,Lake Forest,92630,33.644849,-117.684254,Female,No,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.55,672.2,No,0,3493,1,0,23.179310344827588
United States,California,Huntington Beach,92646,33.666301,-117.969501,Female,No,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,382.2,No,0,3636,0,0,19.11
United States,California,Huntington Beach,92647,33.723579,-118.005441,Male,No,Yes,No,66,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,63.85,4264.6,No,0,5956,1,2,63.650746268656725
United States,California,Huntington Beach,92648,33.679659,-118.016195,Female,No,Yes,No,17,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,61.95,1070.7,No,0,4759,0,2,59.483333333333334
United States,California,Huntington Beach,92649,33.721917,-118.043237,Male,No,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1345.85,No,0,4676,1,0,25.393396226415092
United States,California,Laguna Beach,92651,33.570023,-117.773669,Female,No,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,58.2,1045.25,No,0,4033,0,2,52.2625
United States,California,Laguna Hills,92653,33.606899,-117.717854,Female,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.85,3003.55,No,0,4898,1,6,81.17702702702704
United States,California,Aliso Viejo,92656,33.571259,-117.731917,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),104.9,7537.5,No,0,4927,1,5,103.25342465753425
United States,California,Newport Beach,92660,33.634626,-117.874882,Male,Yes,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.85,3343.15,No,0,5626,1,4,95.51857142857143
United States,California,San Clemente,92672,33.429488,-117.609432,Male,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,No,0,4909,0,0,17.905555555555555
United States,California,San Clemente,92673,33.4725,-117.584273,Female,No,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.0,7028.5,No,0,5902,1,4,100.40714285714286
United States,California,San Juan Capistrano,92675,33.521447,-117.602555,Female,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.4,5232.9,No,0,6100,1,4,102.60588235294117
United States,California,Silverado,92676,33.782346,-117.635263,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,225.85,No,0,5039,0,0,20.53181818181818
United States,California,Laguna Niguel,92677,33.529047,-117.701175,Female,No,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,274.7,No,0,2646,0,0,21.13076923076923
United States,California,Westminster,92683,33.752591,-117.993661,Female,No,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,3370.2,No,0,5460,1,4,47.46760563380281
United States,California,Rancho Santa Margarita,92688,33.624654,-117.611733,Female,Yes,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3,No,0,5780,1,5,109.40461538461538
United States,California,Mission Viejo,92691,33.611945,-117.665867,Female,No,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,5958.85,No,0,4082,1,6,88.93805970149255
United States,California,Mission Viejo,92692,33.60693,-117.644253,Female,No,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.0,5999.85,No,0,5770,1,5,83.33125000000001
United States,California,Ladera Ranch,92694,33.569186,-117.640055,Male,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45,No,0,4812,0,2,78.49761904761905
United States,California,Santa Ana,92701,33.748478,-117.858918,Male,No,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.35,5753.25,No,0,4278,1,5,78.81164383561644
United States,California,Santa Ana,92703,33.748635,-117.906125,Female,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.05,4492.9,No,0,4374,1,4,62.40138888888888
United States,California,Santa Ana,92704,33.719869,-117.907063,Male,No,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,No,0,3738,1,3,101.45384615384614
United States,California,Santa Ana,92707,33.714829,-117.872941,Male,No,No,No,33,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.1,1309.0,No,0,2855,1,2,38.5
United States,California,Fountain Valley,92708,33.712036,-117.950113,Female,No,Yes,No,23,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,34.6,813.45,No,0,4445,0,2,33.893750000000004
United States,California,Tustin,92780,33.735802,-117.818805,Male,No,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.55,1108.8,No,0,4801,1,0,18.79322033898305
United States,California,Tustin,92782,33.738543,-117.785046,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.45,7349.35,No,0,5004,1,4,103.51197183098591
United States,California,Anaheim,92801,33.844983,-117.952151,Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,294.2,No,0,2896,0,0,58.839999999999996
United States,California,Anaheim,92802,33.807864,-117.923782,Male,No,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,929.2,No,0,4210,1,0,20.2
United States,California,Anaheim,92805,33.830209,-117.906099,Male,No,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,754.5,No,0,5745,1,0,20.39189189189189
United States,California,Anaheim,92806,33.83796,-117.870494,Male,No,No,No,54,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.9,3883.3,No,0,6092,1,4,70.60545454545455
United States,California,Anaheim,92807,33.848733,-117.788357,Male,No,Yes,No,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.7,1414.2,No,0,3464,0,2,58.925000000000004
United States,California,Anaheim,92808,33.850452,-117.726668,Female,No,Yes,No,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),78.35,3211.2,No,0,2894,1,4,76.45714285714286
United States,California,Brea,92821,33.930199,-117.862898,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.45,371.6,No,0,5171,0,0,61.93333333333334
United States,California,Brea,92823,33.924143,-117.79387,Male,No,Yes,No,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.85,1246.4,No,0,2068,1,3,44.51428571428572
United States,California,Fullerton,92831,33.879983,-117.895482,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,95.85,No,0,3270,0,3,47.925
United States,California,Fullerton,92832,33.868316,-117.929029,Female,No,Yes,No,67,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),35.7,2545.7,No,0,5655,1,2,37.436764705882354
United States,California,Fullerton,92833,33.877639,-117.961212,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.55,6448.85,No,0,4993,1,6,88.34041095890412
United States,California,Fullerton,92835,33.902211,-117.914922,Female,No,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1468.9,No,0,5243,1,0,25.770175438596493
United States,California,Garden Grove,92840,33.787165,-117.931889,Male,No,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.85,1013.6,No,0,5331,1,0,22.524444444444445
United States,California,Garden Grove,92841,33.786738,-117.982564,Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,6690.75,No,0,5469,1,3,99.86194029850746
United States,California,Garden Grove,92844,33.766476,-117.969795,Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.35,7240.65,No,0,5268,1,4,103.43785714285714
United States,California,Norco,92860,33.925833,-117.559639,Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,830.25,No,0,3878,1,0,20.25
United States,California,Villa Park,92861,33.817473,-117.810462,Male,No,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,No,0,2613,1,1,51.248387096774195
United States,California,Orange,92865,33.828779,-117.848299,Female,No,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.5,829.3,No,0,5541,0,3,69.10833333333333
United States,California,Orange,92866,33.784597,-117.844535,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,302.45,No,0,4359,0,0,18.903125
United States,California,Orange,92867,33.81859,-117.821288,Male,No,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,712.25,No,0,2288,0,3,59.354166666666664
United States,California,Orange,92868,33.787796,-117.875928,Female,No,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,1336.65,No,0,5384,1,0,20.563846153846157
United States,California,Orange,92869,33.792791,-117.789749,Male,Yes,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4,5360.75,No,0,5590,1,5,73.43493150684931
United States,California,Placentia,92870,33.881158,-117.854783,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.05,6735.05,No,0,4988,1,4,92.26095890410959
United States,California,Corona,92879,33.893823,-117.531446,Female,No,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,51.2,No,0,3699,0,1,25.6
United States,California,Corona,92880,33.918043,-117.617809,Female,No,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),65.6,1010.0,No,0,2976,0,4,63.125
United States,California,Corona,92881,33.833686,-117.513063,Female,No,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.55,4847.05,No,0,4159,1,4,79.45983606557377
United States,California,Corona,92882,33.819385,-117.600213,Male,No,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,52.7,3019.7,No,0,4753,1,2,52.97719298245614
United States,California,Corona,92883,33.762351,-117.488725,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,161.65,No,0,4249,0,0,17.961111111111112
United States,California,Yorba Linda,92887,33.884073,-117.732197,Female,No,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,No,0,5224,1,0,51.675
United States,California,Ventura,93004,34.278697,-119.167798,Male,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,7711.25,No,0,4511,1,6,108.60915492957747
United States,California,Camarillo,93012,34.205504,-118.993111,Male,Yes,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,5481.25,No,0,5490,1,5,103.41981132075472
United States,California,Carpinteria,93013,34.441398,-119.513163,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.65,8124.2,No,0,6469,1,6,111.2904109589041
United States,California,Fillmore,93015,34.408161,-118.865111,Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.6,827.3,No,0,3091,1,0,20.178048780487803
United States,California,Ojai,93023,34.581308,-118.931948,Female,Yes,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.55,3673.6,No,0,5742,1,2,89.6
United States,California,Oxnard,93030,34.223244,-119.18012,Male,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.85,49.85,No,0,5323,0,1,24.925
United States,California,Oxnard,93033,34.156629,-119.117218,Male,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,576.65,No,0,4006,1,0,18.601612903225806
United States,California,Port Hueneme,93041,34.110124,-119.100972,Female,Yes,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.15,4495.65,No,0,2944,1,4,99.90333333333332
United States,California,Simi Valley,93063,34.296813,-118.685703,Female,Yes,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,340.35,No,0,5525,0,1,42.54375
United States,California,Simi Valley,93065,34.269449,-118.768471,Male,Yes,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1789.9,No,0,5751,1,0,24.519178082191782
United States,California,Somis,93066,34.297628,-119.014627,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,No,0,5157,0,3,100.94999999999999
